cycle_time_s,parent_mean,parent_std,daughter_mean,daughter_std
0.1,1793.9,42.580394549604634,28.3,4.405678154382138
2.2357142857142858,21024.9,137.3677181873529,6839.3,113.12829000740707
4.371428571428571,26395.2,182.28538065352362,14095.3,79.76722384538652
6.507142857142856,28623.6,155.63560004060767,18941.4,130.4846351108053
8.642857142857142,29748.9,214.2150554933056,22044.0,150.46926596484747
10.778571428571428,30408.3,195.26804654115838,24240.9,105.85598707678277
12.914285714285713,30884.6,197.7792709057246,25664.8,72.36960688023669
15.049999999999999,31110.9,208.73305919283607,26694.6,183.299863611515
17.185714285714287,31523.2,156.2669510805148,27531.7,165.1224091394018
19.321428571428573,31628.5,130.4770094691015,28209.4,124.84886863724478
21.45714285714286,31769.9,137.1010211486406,28657.0,182.64336834388484
23.592857142857145,31792.3,205.16581099198768,29065.3,187.35850661232328
25.728571428571428,32028.4,109.53465205130293,29305.0,143.63216909870852
27.864285714285714,32075.9,125.77396391940583,29742.1,172.06943365978745
30.0,32170.7,174.4878505799186,29892.1,157.37309172790626
